Gene Systematic Name,Gene Standard Name,WT_1.rpkm,WT_2.rpkm,WT_3.rpkm,r0_1.rpkm,r0_2.rpkm,r0_3.rpkm,log2 (r0/WT),P value (r0/WT),FDR (r0/WT)
YER023W,PRO3,292.7349587,296.6931062,289.4125132,301.6184227,313.05837,325.8722475,0.011733925,0.747826941,0.817208217
YER023C-A,-,378.7348285,352.518436,357.2884261,394.628215,393.1799341,392.9713172,0.031204029,0.50195221,0.593875386
YER022W,SRB4,35.8699764,34.45426359,32.93781597,32.86093431,33.50625273,29.92912414,-0.185485515,0.002071004,0.004393562
YER021W,RPN3,137.1201781,138.2907656,144.7228675,132.4940745,130.3693296,134.3919452,-0.166217488,0.000122287,0.00031955
YER020W,GPA2,48.00853322,49.73390609,46.32695651,54.20355468,47.35405101,60.40676443,0.077311992,0.25430887,0.335221053
YER019W,ISC1,55.97346734,53.1372513,52.13680188,56.97228551,57.22494573,58.1654088,0.009291987,0.841567593,0.898832534
YER019C-A,SBH2,390.9292252,398.4730419,363.2183683,354.8894029,372.7283669,389.3925128,-0.133161795,0.010814663,0.019990996
YER018C,SPC25,34.62504294,31.97350112,30.40893066,40.70848701,38.49648303,44.09825118,0.25468579,0.004350286,0.008693252
YER017C,AFG3,75.78096495,77.99670498,75.86990755,116.2592708,119.091016,113.5292694,0.517854249,1.93E-12,2.53E-11
YER016W,BIM1,68.09222022,72.77758113,72.75311908,68.5976779,65.84043802,64.22494866,-0.189474353,0.000654634,0.001525482
YER015W,FAA2,9.340322427,9.349919044,9.021534869,9.655781553,9.509216031,10.60015412,0.013624401,0.864086303,0.918615395
YER014W,HEM14,30.51728443,29.08501609,31.22608695,39.68434559,38.16020162,37.52761176,0.260657034,5.66E-05,0.00015682
YER014C-A,BUD25,41.8577245,33.53684976,34.18068887,45.7300786,44.17688513,43.22774025,0.193652295,0.051687253,0.082362112
YER013W,PRP22,18.61616849,18.67390383,19.17732756,21.36324145,21.63637068,20.70155076,0.089518664,0.064405593,0.100296014
YER012W,PRE1,212.109295,221.0675157,220.4282281,226.6117864,236.9083849,230.3967425,0.001311057,0.972701415,1
YER011W,TIR1,1.90384137,2.908213096,2.5657289,3.55588594,4.740549884,3.583199076,0.608377108,0.01729203,0.03052341
YER010C,-,36.26750298,33.69858776,36.57280295,51.83271186,50.36335802,47.62986432,0.408517411,5.62E-06,1.84E-05
YER009W,NTF2,608.9899992,593.1913905,608.7080744,518.8630234,552.8804109,578.583055,-0.219935843,2.18E-05,6.46E-05
YER008C,SEC3,48.99982654,49.94014664,50.78117784,51.61087854,49.53866795,50.37689224,-0.068291679,0.061619046,0.096493595
YER007W,PAC2,12.26430889,11.27803117,13.06458909,13.56923334,13.65003072,12.51234772,0.03735846,0.660120555,0.739741952
YER007C-A,TMA20,210.7301341,204.4623326,201.3110368,186.0001876,169.756632,172.307859,-0.309925114,7.23E-07,2.75E-06
YER006W,NUG1,259.7196523,252.2478141,255.9505966,219.8131296,219.1269087,206.6320474,-0.335659644,1.68E-09,1.09E-08
YER006C-A,-,24.17219979,22.73756229,22.72518457,19.9599258,20.68660316,20.01062153,-0.284233244,0.039516661,0.064853921
YER005W,YND1,42.18773686,42.81334764,41.09749879,40.8588764,42.36933069,41.99327602,-0.096280341,0.041416283,0.067753083
YER004W,FMP52,124.043745,119.1848045,117.6746626,166.6285086,168.1906802,173.0096044,0.405922778,6.01E-09,3.43E-08
YER003C,PMI40,212.381622,213.608735,203.6784631,178.3276799,176.5207461,173.7881313,-0.3383059,3.38E-09,2.03E-08
YER002W,NOP16,247.5062166,257.3204497,244.9632683,232.6806227,211.5712735,195.9368935,-0.313175973,1.48E-06,5.37E-06
YER001W,MNN1,275.3313099,273.6373421,264.1053051,128.7039634,125.6038377,127.8363799,-1.175361168,3.31E-20,1.07E-17
YEL077W-A,-,5.695757309,7.238276604,5.356737779,7.133858128,6.635263379,9.526317864,0.244036132,0.248511568,0.328064734
YEL077C,-,7.914051079,8.766331476,7.935088792,9.649305509,9.656819463,8.758230137,0.104200512,0.128476012,0.184580658
YEL076C-A,-,0.372872158,0.244106102,0.274093368,0.27857171,0.518203931,0.150381133,0.03886203,0.959429119,0.997649482
YEL076C,-,0.870035035,0.366159154,0.822280104,0.417857564,1.425060811,1.203049065,0.490404059,0.35796128,0.446417935
YEL075W-A,-,0.661056031,1.428140359,0.291560102,0.444485743,0.551226731,0.319928489,-0.930137442,0.153996086,0.216061451
YEL075C,-,1.096385613,2.368623035,0.483563096,0.737195866,0.9142297,0.530613104,-0.930137442,0.153996086,0.216061451
YEL074W,-,7.876511864,8.672247331,7.895344362,9.361735108,7.712296117,9.818690263,0.042292639,0.839378359,0.896897614
YEL073C,-,39.70743228,41.93539419,40.47826086,37.22156533,37.48341769,42.90596513,-0.144163997,0.164886729,0.229130818
YEL072W,RMD6,15.81063667,15.75431324,14.74137931,13.4188713,13.93510679,17.16030223,-0.150572422,0.211571946,0.285217874
YEL071W,DLD3,368.0983438,361.3647036,373.8035167,448.7535211,486.0588655,451.8677703,0.244732486,2.84E-07,1.18E-06
YEL070W,DSF1,0.107240899,0.315930562,0.413864638,2.103133334,1.844362998,2.011160799,2.7331287,9.92E-08,4.47E-07
YEL069C,HXT13,1.479829502,1.406310378,2.158060792,2.353807684,2.33856721,2.310280062,0.399697322,0.058552734,0.092250008
YEL068C,-,39.36320671,34.12097507,37.77673325,33.76489893,34.19095532,34.69062426,-0.201227688,0.065815619,0.102245935
YEL067C,-,17.33855534,17.43179114,18.51109139,24.67349428,25.81766014,29.96881152,0.506084008,9.75E-05,0.000259683
YEL066W,HPA3,57.08879887,61.06381961,62.78260868,97.55968175,98.70633324,92.82191893,0.592745367,1.69E-09,1.10E-08
YEL065W,SIT1,10.33391374,8.126715166,9.928803482,15.08848899,15.91108509,14.16332067,0.588977413,1.67E-06,6.00E-06
YEL064C,AVT2,13.00892302,12.49939969,11.0671608,12.06487704,12.68279881,12.48319726,-0.063112229,0.484105053,0.576396425
YEL063C,CAN1,104.3247086,105.67316,104.3637166,97.78385499,88.85662975,83.37628743,-0.304463855,1.02E-06,3.80E-06
YEL062W,NPR2,19.30884572,16.25247335,20.46979107,18.84157745,19.80657866,19.9716398,-0.017090262,0.821517518,0.882976445
YEL061C,CIN8,27.07886265,28.17889152,27.62976154,27.6886643,26.93301516,23.96107774,-0.160612214,0.004187314,0.008395836
YEL060C,PRB1,123.6174779,128.9294741,125.4561115,218.4661402,223.2208247,235.7148597,0.75560562,2.33E-15,8.54E-14
YEL059W,HHY1,7.070090525,8.485649514,10.10552976,15.84613249,15.83037543,19.95981039,0.920773709,9.46E-05,0.000252573
YEL059C-A,SOM1,42.07489428,33.19517519,36.87652173,60.85306139,53.97612147,60.04417881,0.551848181,0.000120843,0.000316357
YEL058W,PCM1,142.0090518,134.7058842,136.8106592,187.4168557,190.18804,194.3341965,0.381879174,6.43E-10,4.64E-09
YEL057C,-,3.918875755,5.206553665,3.93979933,5.425005473,5.406262166,5.996608345,0.269686753,0.169036158,0.233621346
YEL056W,HAT2,52.39905032,50.53330298,51.41466579,47.44277174,44.75631963,48.86788293,-0.217406215,0.000394618,0.000950338
YEL055C,POL5,124.6259276,123.4178263,120.7588933,91.59100149,90.87805153,87.08434706,-0.537830785,3.29E-13,5.53E-12
YEL054C,RPL12A,1959.465651,1938.707577,1936.805657,1367.59159,1375.822072,1446.6511,-0.563607261,2.68E-14,6.67E-13
YEL053W-A,-,1913.552055,1874.763276,1854.850075,1340.844887,1339.4667,1461.157537,-0.532656114,1.57E-12,2.11E-11
YEL053C,MAK10,46.37263029,45.3573416,47.36381944,42.20797855,41.24963302,40.59081807,-0.250056737,5.95E-06,1.95E-05
YEL052W,AFG1,52.40852216,54.00967177,53.53043477,60.92417911,57.82368405,59.76264174,0.07210736,0.106314629,0.156109221
YEL051W,VMA8,284.1933895,296.4934567,284.7782101,266.3801325,268.8742432,275.9177816,-0.179606205,4.91E-05,0.000137352
YEL050W-A,-,99.45587992,88.97476728,86.42934781,161.0427406,156.3761332,142.7680882,0.657532982,7.87E-08,3.61E-07
YEL050C,RML2,93.57734688,91.42207229,92.16111232,155.9580888,155.9034283,150.3257898,0.652346993,1.07E-13,2.14E-12
YEL049W,PAU2,6.018341522,7.661098547,5.407114624,14.98761842,15.79879588,14.29366456,1.145482752,4.73E-06,1.57E-05
YEL048C,TCA17,24.32686195,27.69726758,27.01790281,22.91570939,23.51900718,20.90199461,-0.312808066,0.007932037,0.01509311
YEL047C,FRD1,80.85599478,85.9795075,80.81971752,98.2473921,97.40913641,97.55169824,0.157278577,0.000593541,0.001391308
YEL046C,GLY1,478.180673,470.4591483,469.6943074,420.268143,394.5178015,391.4242607,-0.319510473,2.07E-09,1.31E-08
YEL045C,-,34.56857511,31.89452516,34.34660134,27.24509791,31.87410342,32.86251366,-0.217674563,0.04395023,0.071227959
YEL044W,IES6,77.19867752,78.98074872,78.88883102,88.86520941,91.74459269,84.02433249,0.087292366,0.13661874,0.195099226
YEL043W,-,56.45045498,57.45446516,56.24642223,57.92341266,55.46135783,54.42194209,-0.105701041,0.009068317,0.017018916
YEL042W,GDA1,234.7367935,233.419523,227.31239,206.9744862,212.6588119,207.805574,-0.234241999,3.51E-07,1.43E-06
YEL041W,YEF1,5.981490864,6.35438698,7.434782607,10.48126057,10.37217556,9.079260909,0.520549705,0.000108525,0.000286254
YEL040W,UTR2,645.4618891,645.8956193,618.2943143,611.5402002,601.7770487,578.3937932,-0.177765357,7.09E-06,2.28E-05
YEL039C,CYC7,8.990362026,11.84878174,15.65217391,37.38359034,45.12806208,57.25036118,1.854655124,9.51E-10,6.54E-09
YEL038W,UTR4,67.30942096,70.27953874,66.39130434,80.86521315,74.59693323,79.14862434,0.113861802,0.04715328,0.076004134
YEL037C,RAD23,203.5336847,208.3659713,206.0124223,189.6828981,181.2872814,174.7771741,-0.264515281,2.90E-07,1.20E-06
YEL036C,ANP1,113.2139601,112.6559408,107.5001302,122.8909922,127.7129621,115.6148761,0.050370231,0.226829091,0.303643861
YEL035C,UTR5,2.745559661,2.220342333,2.67117938,5.248657989,5.555177172,6.64378443,1.096923734,0.000243274,0.000605508
YEL034W,HYP2,6115.949823,5998.130346,6167.669784,4864.125635,5022.540733,5161.750539,-0.366316691,3.93E-11,3.76E-10
YEL034C-A,-,5535.647687,5396.324268,5568.911096,4376.464116,4537.171902,4693.427334,-0.363708126,8.84E-11,7.80E-10
YEL033W,MTC7,1762.945776,1705.477798,1769.903105,1365.307806,1437.355199,1450.290685,-0.386179334,7.99E-11,7.14E-10
YEL032W,MCM3,48.08733763,50.16443191,51.98228663,49.22450953,47.37487513,49.62051367,-0.124625536,0.00455421,0.009055051
YEL032C-A,-,59.43628228,64.25189051,77.6521739,61.00978377,57.7869356,58.01369933,-0.267042372,0.03516616,0.058468049
YEL031W,SPF1,174.3361321,173.8329541,170.5842391,146.3527792,141.3488584,136.5421114,-0.375822928,6.34E-11,5.78E-10
YEL030W,ECM10,9.575780949,9.772948658,9.267542971,9.746986577,9.588781269,9.966888461,-0.053731153,0.513404775,0.604215099
YEL030C-A,-,5.137349729,4.792616479,0.849689441,2.590716899,3.748341769,4.661815125,-0.100074703,0.815565612,0.87780608
YEL029C,BUD16,47.91029987,53.22487899,46.46145297,44.80643498,47.42310992,43.78829542,-0.203761792,0.003152197,0.006454756
YEL028W,-,7.355750749,6.019434573,6.758893279,10.79465375,9.310004718,8.4760275,0.421980904,0.031590457,0.052880807
YEL027W,VMA3,1264.625645,1279.529896,1262.89711,1193.794838,1217.046994,1233.151444,-0.148853873,3.93E-05,0.000111757
YEL026W,SNU13,1039.554853,1054.206801,1050.470387,794.4185179,792.6857406,813.5050929,-0.475126758,1.12E-12,1.58E-11
YEL025C,-,23.79534844,25.03760776,25.13694372,29.43699353,26.90672582,27.19849581,0.090054847,0.05736464,0.090699008
YEL024W,RIP1,215.0194918,224.7589987,215.057971,175.1932323,185.3346763,183.1057385,-0.354307236,1.72E-08,8.98E-08
YEL023C,-,7.305491837,7.678084041,8.011713029,9.691481226,8.849489169,8.456792006,0.148267716,0.107903319,0.158246357
YEL022W,GEA2,49.61940905,50.55830293,51.86015485,42.87399873,44.19063883,40.79088234,-0.33425678,1.30E-08,6.93E-08
YEL021W,URA3,319.1243058,330.7724219,317.6982478,331.6858756,318.6789821,308.427776,-0.098834647,0.010080254,0.018750167
YEL020W-A,TIM9,333.154211,328.6611277,353.1521739,584.579567,594.5168209,594.0635774,0.720333532,6.59E-14,1.43E-12
YEL020C-B,-,331.8260893,321.0365105,352.8142292,563.7426141,589.5119327,576.0167022,0.698190972,1.34E-12,1.84E-11
YEL020C,-,17.06726481,15.67413552,16.32736573,21.06593034,21.14706185,19.66105987,0.25046803,0.001101515,0.002459856
YEL019C,MMS21,13.6868198,11.66153146,10.31992213,12.29301613,12.69261252,11.08050834,-0.070843109,0.575191271,0.664528697
YEL018W,EAF5,37.75952051,38.78235703,37.49254658,41.55941692,37.24914633,30.8845252,-0.138036848,0.100574918,0.14853821
YEL018C-A,-,37.88073887,39.28188314,36.75622862,41.94147489,34.90380046,31.34939722,-0.158903449,0.105422655,0.154991095
YEL017W,GTT3,52.02706545,55.71360686,54.37509647,54.45870878,49.98713172,55.12803271,-0.11059843,0.053540465,0.085105812
YEL017C-A,PMP2,1371.234535,1314.042567,1377.46245,1198.010299,1245.89769,1350.549032,-0.184927125,0.00038562,0.000929924
YEL016C,NPP2,22.87628556,23.2686483,22.15384615,27.22700115,25.83624235,24.7717909,0.102657536,0.10571924,0.155363024
YEL015W,EDC3,82.86768476,92.07553942,88.57088845,78.95741661,78.83740568,79.3353103,-0.237817886,8.75E-06,2.76E-05
YEL014C,-,24.59128437,31.67874979,34.11253196,28.15076369,36.65657759,27.51385005,-0.041964774,0.766342096,0.833478904
YEL013W,VAC8,104.5304269,105.484613,105.6021626,115.7321116,113.712648,114.4680926,0.038148376,0.274903396,0.359772562
YEL012W,UBC8,21.1827708,22.01079089,21.99880881,32.57126573,39.92240719,38.29500187,0.68032647,3.10E-07,1.28E-06
YEL011W,GLC3,7.154032761,7.250643744,7.297687325,5.659154645,6.978295846,9.766667999,-0.049349624,0.717639368,0.791135232
YEL010W,-,1.383132619,2.263718985,1.525083612,2.841669533,1.922226548,1.952384112,0.27827978,0.512307112,0.603180105
YEL009C-A,-,1.189900856,1.752717714,1.31202046,2.000185841,1.240260144,1.199731834,-0.028356361,0.950193722,0.990793161
YEL009C,GCN4,1425.450592,1387.953539,1419.46346,1461.62674,1478.70089,1431.673181,-0.038920301,0.165015522,0.229265083
YEL008W,-,5.096898157,2.919662753,2.575830195,0.951969464,3.541740254,2.31255396,-0.708489633,0.094361232,0.140555631
YEL008C-A,-,7.830315313,7.689342228,3.837307152,0.975000984,8.161711916,3.158003794,-0.702136865,0.235350291,0.312951329
YEL007W,MIT1,76.62699868,73.97677523,79.49755556,85.64513887,81.85097131,81.01913183,0.026191568,0.506735383,0.598133231
YEL006W,YEA6,54.02244325,61.40539864,59.74378881,50.01522903,52.96206115,55.65041805,-0.229401525,0.000709349,0.001642241
YEL005C,VAB2,14.77214962,13.75749216,14.92210785,21.78765449,22.1523025,24.79163167,0.573888583,5.44E-06,1.79E-05
YEL004W,YEA4,19.10779568,19.76761254,18.29433388,27.4933222,31.80080043,27.20977808,0.513662448,2.42E-06,8.47E-06
YEL003W,GIM4,121.8515139,139.5218942,146.0403726,155.9827466,141.5668364,127.0344622,-0.02167922,0.761788493,0.829539242
YEL002C,WBP1,187.0454206,184.7840718,181.6777968,179.6671186,173.045546,176.337754,-0.151370284,0.000244432,0.000607967
YEL001C,IRC22,187.6041917,188.0940131,172.9080415,186.1647896,190.4439573,189.8761426,-0.040707861,0.341506524,0.429126342
YDR545W,YRF1-1,0,0,0,0.050459149,0,0,3.188453163,0.106786831,0.156737994
YDR545C-A,-,0,0,0,0,0,0,0,1,1
YDR544C,-,0.188608994,0,0,0.21136385,0.196591352,0.456401481,1.70402831,0.197817421,0.268299761
YDR543C,-,0.269710861,0,0,0,0,0,-1.859537054,0.30971541,0.394672072
YDR542W,PAU10,0,0,0.245777937,0,0.232335234,0,0.02979236,0.985674593,1
YDR541C,-,20.32603589,19.88332649,19.05028355,29.26133387,31.45347658,34.52445694,0.594857703,1.81E-07,7.77E-07
YDR540C,IRC4,14.08490051,16.47987421,17.34782608,17.46335095,17.33608068,21.39255163,0.140975005,0.274684437,0.359552038
YDR539W,FDC1,52.22972225,54.12713786,52.04347825,62.18919964,64.9824131,67.59631931,0.211301003,0.000139064,0.00035983
YDR538W,PAD1,37.07136934,37.4938937,32.79871175,29.72749912,30.77342316,31.69266908,-0.309262828,0.000654055,0.001525131
YDR537C,-,35.78342113,38.15487142,33.12526904,29.92577276,30.06095874,29.24019685,-0.350587509,0.000372135,0.00089923
YDR536W,STL1,2.744426303,3.903128102,3.913043478,5.14355782,5.425231507,5.32428359,0.507382337,0.001747128,0.003761341
YDR535C,-,2.584056151,1.744554691,2.315022129,4.524705163,1.851725724,3.321892215,0.444492858,0.206018909,0.278363813
YDR534C,FIT1,2.651222072,3.00402784,2.529793704,5.313663205,4.942284279,5.613565661,0.860430399,5.98E-06,1.95E-05
YDR533C,HSP31,65.61453294,68.55073725,73.34819144,103.1206923,110.6784529,113.1175729,0.571390314,1.09E-09,7.39E-09
YDR532C,KRE28,22.07995648,21.81967061,23.72966884,19.96731289,22.14046433,21.38879427,-0.173845356,0.027398507,0.04654154
YDR531W,CAB1,76.73567153,77.65724885,79.60066161,66.85645331,75.01776393,73.15756073,-0.206558807,0.000354026,0.000859847
YDR530C,APA2,16.46394518,18.68609751,17.05894905,17.70853013,16.29838791,21.0210682,-0.017718461,0.859459502,0.914515218
YDR529C,QCR7,376.1202238,366.2449723,389.629076,277.9286007,275.4152682,304.9118455,-0.486069128,5.99E-10,4.35E-09
YDR528W,HLR1,17.55665037,17.99015918,17.32444626,15.39765704,15.11713308,14.85403829,-0.306679181,0.00064305,0.00150045
YDR527W,RBA50,88.26900898,86.13810874,89.75810275,77.07382775,70.60086911,69.12200426,-0.37004002,5.31E-08,2.54E-07
YDR526C,-,85.72338824,93.28973377,85.0501246,69.88335075,64.99911124,61.73193404,-0.511233131,1.17E-07,5.19E-07
YDR525W-A,SNA2,58.32497365,57.93705776,47.95434782,106.5432325,97.33975031,109.3195647,0.837413325,1.46E-08,7.69E-08
YDR525W,API2,1.47115015,1.444664297,2.433201581,2.47295704,1.277843785,2.3732877,0.106721152,0.81559838,0.87780608
YDR524W-C,-,7233.645286,7012.480759,7260.313042,6781.489341,7522.92193,7154.176885,-0.088433904,0.018827015,0.033004013
YDR524C-B,-,6869.978433,6802.032941,6687.309538,7375.358559,7186.746024,7411.033621,0.024248042,0.384268998,0.474657805
YDR524C-A,-,4.719940064,2.648551212,5.947826086,6.80063186,2.811256327,4.894905881,0.040478064,0.935405809,0.978379832
YDR524C,AGE1,57.46013991,61.30600942,59.29354576,61.07583801,63.61704275,60.13065886,-0.031022241,0.484803217,0.57690941
YDR523C,SPS1,2.416960871,2.589215034,2.483308244,5.355555301,4.981248481,4.918167484,0.938344271,2.92E-06,1.01E-05
YDR522C,SPS2,2.03757708,1.684962998,2.069323191,2.04304381,2.179701724,2.076036954,0.040572357,0.837540643,0.895605436
YDR521W,-,11.31822362,11.82388934,13.27639751,13.22345084,13.8052766,11.94590126,0.02038816,0.903689909,0.952617499
YDR520C,URC2,13.78212031,14.69894528,14.85032904,16.03138745,14.94730078,14.47997169,-0.015082403,0.812640782,0.875151611
YDR519W,FPR2,139.0200834,122.69024,125.0792839,141.568709,133.3279655,149.9664792,0.046383514,0.452894251,0.544236835
YDR518W,EUG1,36.55154909,33.13245532,35.30804095,31.50871904,35.16783976,32.63270587,-0.163899462,0.010033083,0.018672173
YDR517W,GRH1,68.47618905,65.04216917,62.98636204,72.28076997,74.91658951,71.73946064,0.069924382,0.155002073,0.217259003
YDR516C,EMI2,23.09500185,24.9524186,24.21869304,53.02954451,58.30130386,62.39946553,1.178316788,1.78E-14,4.67E-13
YDR515W,SLF1,34.73731399,34.46663742,31.73059006,57.9537973,54.90735013,51.35280724,0.615529804,5.24E-10,3.86E-09
YDR514C,-,51.04445217,48.8668643,49.70858785,49.20934716,48.61614763,44.36429848,-0.157534235,0.004561263,0.009066544
YDR513W,GRX2,107.5097459,109.0688103,105.9456522,162.879331,191.5168372,171.7749379,0.621886714,9.31E-10,6.41E-09
YDR512C,EMI1,47.05593741,43.25027777,50.30342275,73.95486184,87.32838802,81.75534291,0.708045902,4.65E-09,2.73E-08
YDR511W,SDH7,47.30003902,48.62265658,49.26930564,128.5691595,125.4575585,140.5154574,1.354186498,6.79E-15,2.04E-13
YDR510W,SMT3,405.095136,399.3599769,418.9718669,456.9313433,487.5600433,485.3315178,0.13993328,0.002295512,0.004826738
YDR510C-A,-,270.4024271,285.2285921,269.9397993,289.8502924,322.2132251,322.1433785,0.091741612,0.170663886,0.235688149
YDR509W,-,254.8302616,243.3927235,265.6011994,261.6028501,249.6201738,232.930004,-0.121004301,0.021282498,0.037006954
YDR508C,GNP1,350.8272146,347.8616735,354.4958093,384.1401089,367.7072469,358.2717256,-0.009593396,0.746948869,0.816513148
YDR507C,GIN4,57.43449126,61.47512131,57.37076343,58.65189644,54.92156935,52.64629014,-0.170472267,0.000446691,0.001065658
YDR506C,GMC1,7.617449599,7.393328506,7.276076246,11.66318911,11.67894664,11.68132985,0.565193306,1.44E-06,5.24E-06
YDR505C,PSP1,52.37259589,54.009055,53.54456263,53.8809629,54.18846815,55.65387843,-0.052152954,0.176195305,0.242387596
YDR504C,SPG3,48.88509352,41.79744881,51.34646738,46.99047709,46.34180351,46.9095147,-0.10084,0.280110438,0.365580033
YDR503C,LPP1,18.63456856,18.87694682,18.81675889,20.11338393,21.8766856,19.46095914,0.042835362,0.633087612,0.71473104
YDR502C,SAM2,953.3753518,943.2281992,939.4475436,631.7423905,624.3909831,657.5702134,-0.653398079,9.44E-16,4.03E-14
YDR501W,PLM2,10.74709943,11.06099931,9.628185905,12.10159267,11.68664028,11.31517196,0.0709366,0.427541367,0.518139419
YDR500C,RPL37B,1871.914592,1856.068979,1948.414264,1494.610777,1519.341902,1457.838635,-0.429164258,7.18E-12,8.11E-11
YDR499W,LCD1,16.55043918,15.50889613,17.01650779,15.55700099,16.68713648,15.0948078,-0.133757939,0.047384381,0.076342098
YDR498C,SEC20,37.22571776,37.52114217,36.39945652,35.10511354,35.94601188,33.99240195,-0.166525255,0.006986324,0.013429875
YDR497C,ITR1,808.1182851,842.3298342,815.3096989,798.664139,765.9111681,810.1836241,-0.139937464,8.89E-05,0.000238554
YDR496C,PUF6,202.4678791,207.4093757,204.5074449,178.5439016,167.9479617,154.5210776,-0.379416653,3.77E-09,2.26E-08
YDR495C,VPS3,17.61649002,18.32001827,17.98453342,20.99624154,22.44560387,21.73364008,0.188305408,0.001070287,0.002398072
YDR494W,RSM28,73.46268197,74.1886997,77.46961325,164.9017547,176.9072351,169.7441579,1.099826393,2.90E-17,2.95E-15
YDR493W,MZM1,51.11455829,56.60210252,56.3604488,131.1376323,123.7859641,128.9518216,1.140089939,1.06E-13,2.13E-12
YDR492W,IZH1,117.5837254,110.2031246,118.2998217,124.5233117,118.4807083,121.3689597,-0.011210638,0.792906211,0.857397521
YDR491C,-,45.8837379,42.79671166,48.59809119,48.8392261,46.79713275,46.36231993,-0.034380771,0.657765505,0.73779899
YDR490C,PKH1,18.35581086,20.23534564,20.93758857,23.56527801,22.98119579,24.54898473,0.170596624,0.007050944,0.013528549
YDR489W,SLD5,28.25106982,25.85704234,26.81562269,22.5407007,26.49251725,21.57077168,-0.277068376,0.003878955,0.007817147
YDR488C,PAC11,17.67767814,19.64094157,20.21592574,25.86673958,25.32236504,24.3828645,0.310122738,8.41E-05,0.000226717
YDR487C,RIB3,301.9729255,298.3105049,305.7865612,353.5894715,365.3288126,346.156502,0.148344978,0.000398666,0.000959113
YDR486C,VPS60,68.7176367,67.94109631,76.02873345,86.86410937,86.78226052,85.69632325,0.202949502,0.001143126,0.002547191
YDR485C,VPS72,35.13695511,34.70400646,35.34323792,39.86970102,39.1668752,36.15834998,0.046979587,0.3075275,0.393719182
YDR484W,VPS52,21.88775054,19.14217698,19.27021536,21.79780236,21.41284024,22.11094557,0.027647252,0.668130473,0.746487575
YDR483W,KRE2,268.4323217,262.5234395,263.422907,243.1648051,244.3825759,238.2997822,-0.215734547,9.39E-07,3.51E-06
YDR482C,CWC21,47.39771745,47.7128711,43.07800511,64.67267553,49.40369574,56.62734255,0.213181135,0.033515675,0.055972042
YDR481C,PHO8,150.1723435,156.110373,152.5244996,95.68594309,100.5011741,96.63194562,-0.733016322,3.98E-15,1.30E-13
YDR480W,DIG2,23.97429874,22.15300551,20.37681159,20.15002033,20.82412094,23.66878358,-0.132892165,0.145795176,0.206465902
YDR479C,PEX29,22.45160679,23.57449187,24.48789659,34.20057504,33.22854325,33.63226624,0.434457176,8.83E-08,4.01E-07
YDR478W,SNM1,31.03707895,32.0754192,29.4402447,32.50329912,36.72998216,34.10855689,0.073365965,0.387700632,0.478382199
YDR477W,SNF1,77.63759005,82.42257952,77.72514057,93.91689285,95.37874382,98.46430022,0.188722251,7.66E-05,0.000207865
YDR476C,-,53.70242917,50.49904311,42.82434782,55.6140561,56.59996071,63.96010351,0.167728572,0.04426217,0.071673472
YDR475C,JIP4,25.15661164,24.91510547,26.17857319,26.46844175,26.38157305,30.13967133,0.034699179,0.531558304,0.621984314
YDR473C,PRP3,30.58635932,31.05003655,33.15596669,35.56264226,34.03414574,31.52180525,0.010689828,0.854846539,0.910422424
YDR472W,TRS31,53.94217216,52.31821232,51.31047152,47.89177366,52.06763478,48.37453934,-0.17186353,0.006886606,0.013252485
YDR471W,RPL27B,1550.542146,1543.506049,1582.469057,1188.262878,1181.548462,1152.625283,-0.494236216,1.16E-13,2.28E-12
YDR470C,UGO1,25.1479908,24.80054912,26.19171925,35.81335621,38.34039443,40.15833983,0.500525571,3.06E-08,1.52E-07
YDR469W,SDC1,71.56532499,67.26718135,69.78557311,75.90604248,72.35790431,73.79441442,0.004023775,0.946072343,0.988230946
YDR468C,TLG1,61.97356223,64.62464957,69.65565216,74.28640827,75.46661428,72.95222691,0.099463575,0.088259153,0.13226808
YDR467C,-,60.62308339,59.77464203,65.48065416,65.99593813,68.86288433,64.6666465,0.02014056,0.798900073,0.862569987
YDR466W,PKH3,33.00132891,33.76239921,34.20496203,34.662966,34.27293586,33.06829261,-0.069996126,0.106947031,0.156940804
YDR465C,RMT2,140.4063803,142.2393847,136.7423939,119.363256,117.2150943,109.6711762,-0.36172404,9.54E-09,5.20E-08
YDR464W,SPP41,47.81920972,47.97271381,51.27721932,57.16656185,50.60652928,51.08518301,0.02615012,0.549237468,0.639416141
YDR464C-A,-,79.20080833,75.67289177,75.05590061,77.72150697,79.429147,81.84075442,-0.0315255,0.732717494,0.803654742
YDR463W,STP1,70.74723348,71.91835214,72.51772574,84.4557102,82.39143542,84.71952487,0.139463518,0.001447808,0.003157002
YDR462W,MRPL28,48.29282305,53.50789273,50.43595769,121.1043451,130.3055297,139.7914562,1.27342073,2.84E-14,6.94E-13
YDR461W,MFA1,223.7871196,252.6861021,200.1363102,421.5166414,411.0512629,438.3366168,0.817296828,3.29E-10,2.54E-09
YDR461C-A,-,18.31370042,17.65700808,15.05314009,44.40467442,46.85427211,42.70452868,1.302037336,5.06E-09,2.93E-08
YDR460W,TFB3,34.5095884,34.54632016,35.55765595,38.10982105,36.75586688,35.06495724,-0.012494294,0.838684714,0.89642527
YDR459C,PFA5,24.30993892,22.74222641,21.25356521,27.32342756,24.06435416,24.80085646,0.068645141,0.372401141,0.462241862
